Chosen_category,Complaint Description,Predicted category 1,Predicted category 2,Predicted category 3
Bad Patches,I want to bring this into notice  the prestige Tech park  is highly tax generating place as well as a highly visited place by foreign nationals. Its almost more than 6 month  the service road in front of PTP is not tarred. we have a signal  bus stop and a hightech park  with more than 50000 people visiting this place.\n\nDue to uncovered drainage  everybody throws waste in it and also its really dangerous to jump over it to reach the other side.\n\nThe dust level is so high that almost everybody  who is waiting there for bus  will certainly get health issue.\n\nPlease have a look into this matter  recently the main road has been tarred(not required).\nPlease do the work  where it is required the most.,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,Person falling in Manhole
Unauthorised Food Selling   Preparation,Respected Instpector  Yeshwathpur Traffic Zone  We thank you for the service you and entire team at Bangalore traffic police team is rendering to the society  Sir I would like to draw your attention to need of speed breaker on the new laid HMT road  off Tumkur road  as the density of traffic has increased so has the speed  of the vehicles plying on the road  it is becoming extremely difficult to cross the road for the pedestrians near NID and Platinum City apparment  Hence i request your kind office to consider laying a speed breaker  which could really be a precautionary step to prevent any untoward accident which may happen due to speeding vehicle  Your immediate action in this regard requested,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Municipal Land - Road   Footpath   Strom Water Drain,No traffic police to manage the flow of vehicles near tin factory during morning.,Municipal Land - Road   Footpath   Strom Water Drain,Hawkers,Bad Patches
Sweeping of road,BESCOM has done a good job but please have the cut trees cleared. Thank you,Sweeping of road,Garbage not lifted from house gully,Removal of Debris
Collection point not attended properly,From past one week BBMP is dumping garbage below the Diary circle over bridge. And also they are parking there vehicles full of garbage wastes in main road near to Christ university and diary circle. Now people can\'t walk through that area because of garbage smell.,Collection point not attended properly,Providing removing replacing dustbins,Garbage not lifted from co-authorised collection point
Municipal Land - Road   Footpath   Strom Water Drain,The Hennur road that connects to Airport large residential areas like Horamavu  Horamavu Agara  Gedalahalli  Kothanur is in terrible condition. The roads have turned to a nightmare for riding  driving. Numerous incidents of accidents  specially two-wheelers are noticed. \n\nThe condition is deplorable - with tar completely removed  manholes in the middle of the road  varying widths  inadequate lighting. There are no footpaths for pedestrians. \n\nPlease fix the roads URGENTLY!,Municipal Land - Road   Footpath   Strom Water Drain,Bad Patches,Person falling in Manhole
Drainage chokes and blockages,Garbage near empty site,Drainage chokes and blockages,Garbage not lifted from co-authorised collection point,Garbage not lifted from house gully
Municipal Land - Road   Footpath   Strom Water Drain,Near thirumala Dhaba circle there is shop and all illegal parking done on the road due to which there is always a jam. Even police constables sitting near that place will be observing but will not come for help. These kind of parking on the road side done till bakery circle. Please do the needful.,Municipal Land - Road   Footpath   Strom Water Drain,Hawkers,Unauthorised construction development
Drainage chokes and blockages,Public yelling on terrace,Drainage chokes and blockages,Unauthorised construction development,Private Land   Building   Society   Factories
Bad Patches,Road was completely out  due to which traffic congestion  vehicles are hitting due to many big pit holes... during rain  situation is pathetic.. please pick up on priority..,Bad Patches,Minor repairs to municipal property,Person falling in Manhole
Garbage not lifted from house gully,BBMP GARBAGE workers are throwing collected garbage over the compound wall of BEML. It\'s there for all to see and is happening daily. Sad that no action is being taken against these errant workers and supervisors ignore this,Garbage not lifted from house gully,Sweeping of road,Collection point not attended properly
Unauthorised Food Selling   Preparation,The electrical fixture shown in picture is dangerously protruding on to our already narrow road and poses danger to people walking or riding two wheelers especially in the night,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Shortage of water supply,8th cross 10th main  MARUTHI NAGAR RAIN WATER has no out let and flooded the road and homes,Shortage of water supply,Contaminated water supply,Leaks in water lines
Garbage not lifted from co-authorised collection point,Cleaning but people are throwing,Garbage not lifted from co-authorised collection point,Garbage not lifted from house gully,Collection point not attended properly
Bad Patches,The road is in a pathetic state for the last 1 year or so and is getting worse every day.,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,Person falling in Manhole
Bad Patches,Chinnapahalli Main road needs to be repaired,Bad Patches,Major repairs to municipal property,"Providing repairing doors, windows of P.S. Blocks"
Unauthorised Food Selling   Preparation,There is absolutely no road In the areas around Sai baba temple. People struggle to walk and drive vehicles. At night  due to poor lighting most of the vehicles are damaged. Many people come to Sai baba temple and find it tough to walk around. Munnekollal in general doesn\'t have roads but this temple stretch is at worst.,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Bad Patches,Road outside has sewage problem & is posing as  health hazard. Request authorities to take quick action.,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,Person falling in Manhole
Bad Patches,Lack of road infrastructure and too many cars on a rainy day.near silkboard  agara lake  bellendur  outer ring road,Bad Patches,Municipal Land - Road   Footpath   Strom Water Drain,"Unauthorised stalls on roads, footpath or SWD drain"
Municipal Land - Road   Footpath   Strom Water Drain,If parking is done this way... where do we pedestrians walk..,Municipal Land - Road   Footpath   Strom Water Drain,Drainage chokes and blockages,Hawkers
Bad Patches,Road cut for maintenance not repaired causing huge caters and slow traffic causing traffic jam,Bad Patches,Major repairs to municipal property,Minor repairs to municipal property
Unauthorised Food Selling   Preparation,Heavy traffic,Unauthorised Food Selling   Preparation,Hawkers,Municipal Land - Road   Footpath   Strom Water Drain
Trade without License,Hi \n\nI live in bellundur and my office is in EGL. I took the service road from RMZ ecospace to bellundur road to EGL. The roads in this area is so bad that i really struggle to travel on this road on daily basis. The potholes are so deep that most of the time my car get stuck on those holes. During rainy season there is a high chance of meeting the accidents . I have not seen such roads in my whole life and am not sure how it can be repaired. I will post the photographs of this road by tomorrow.,Trade without License,Private Land   Building   Society   Factories,Unauthorised construction development
